quarter,beta_y,psi_lop,phi,sigma_cpi,sigma_spf,xi_n,natural_rate,fitted_obs,fitted_spf_survey
2010 Q1,0.001056094448548806,-0.16161614816304173,0.3055999761807908,1.1548447513962827,1.4897584813962437,0.0012901655746173954,1.003397487616773,1.1017385389129117,NA
2010 Q2,0.10751330419038346,-0.06854979080421597,0.3532426169088443,1.185668428357045,0.2631787134313873,0.0013828218702272314,1.0229681493330987,1.341599026222426,NA
2010 Q3,0.1163450650538685,-0.042557520171070354,0.4242843958788255,1.2262510366473873,0.37388150060076347,0.0031823105927295393,0.9561389239553069,0.6648208275582197,NA
2010 Q4,0.05261207126033314,-0.09288257616213053,0.357794180575866,1.1943454714277586,0.13406136392950294,0.0010774910470163106,0.9925483871673587,0.636166158904813,NA
2011 Q1,0.0010442446857597773,-0.15733994788500713,0.3227861272847985,1.127707986315179,0.03377562274043356,0.0013830038408981168,0.9646262781449739,0.9397382464349623,NA
2011 Q2,0.06020466874689289,-0.090632700676396,0.3199385749680156,1.186427685063884,0.6123324459400776,0.0012230202863468995,0.9596123501183338,1.322170495446855,NA
2011 Q3,0.11277579641253137,-0.0571907985597672,0.3786384500355906,1.2459199146113424,0.09855785570910462,0.0658647318396975,0.7910186500603511,0.38265630708726583,NA
2011 Q4,0.1870074167369093,-0.02730632784039438,0.4021570328778751,1.2077776528184214,0.29701061096157094,0.15599052452559034,0.40131633442604814,-0.500827767880283,NA
2012 Q1,0.001148322113403842,-0.14560543600302536,0.379647089925646,1.1630184087823163,1.0021419465059893,0.0018894443151073405,0.8168700354193164,-0.26834185830844304,NA
2012 Q2,0.0010524440486574405,-0.18393422744421448,0.30002811436343024,1.1052495096480668,0.14026400459345736,0.07401728198231483,0.6863847152297676,-0.20046159022321491,NA
2012 Q3,0.0010419170319222915,-0.1550947350267305,0.37547910667731466,1.1156157511979217,0.09190651224730699,0.004061614426365456,0.7723013741158654,0.07678454869609075,NA
2012 Q4,0.0010833207337798572,-0.1701210943646742,0.3559846423710983,1.0873397908179474,0.8137933982870161,0.07831701288742003,0.6040931771591096,0.03151809008536788,NA
2013 Q1,0.001043123230767597,-0.17485288751642955,0.35211532209335406,1.0682894511341605,0.11177430848625242,0.08542396351039472,0.5737284667943244,-0.1606527896395336,NA
2013 Q2,0.001101836676131685,-0.18308312554468997,0.35285526825168656,1.044124291690871,4.540696608576601,0.13137353051129966,0.3102015962349416,-0.2796741137220913,NA
2013 Q3,0.0010338549628637415,-0.17875921948743853,0.3436185919869813,1.0596323216627832,0.4353543994127842,0.08946371549868136,0.5432789498812676,-0.19015039974986153,NA
2013 Q4,0.0011424494180569263,-0.17838876272907964,0.33152417909457654,1.0431996017625949,0.08473390130970122,0.10336417223693539,0.42822561242000207,0.4349587486249125,NA
2014 Q1,0.0010918776909117547,-0.17339685717260647,0.33191670507075044,1.0306263391166108,0.47773587522379285,0.10742041752993069,0.3709822824702445,0.1880346820463371,NA
2014 Q2,0.0011911649557180886,-0.1742965879682769,0.3328120990894178,1.0189284684471873,0.15806538014854635,0.10738987317884464,0.3579178558305995,0.20032144096006363,NA
2014 Q3,0.0012960491389463627,-0.17420331988577942,0.3333869614984557,1.0050853355345077,0.03573070077338427,0.11176504881556358,0.3098000048760032,0.25494136579011534,NA
2014 Q4,0.0018001615439325546,-0.17381454228690849,0.32923021264168784,0.994281516501672,0.9336613222830085,0.1280387118689281,0.15306174230177777,0.11854516904918216,NA
2015 Q1,0.0013585320397518322,-0.09567003290461046,0.5152185073269131,1.1354574840773322,0.4267282221763849,8.897761072193895e-4,0.7342199371569134,0.7128108571259788,NA
2015 Q2,0.05712744062125325,-0.08190566011775587,0.6176107400457709,1.1491176804669159,0.09763819491291617,6.320855383311867e-4,1.0248278565367994,-0.7273192619149342,1.0248278565367994
2015 Q3,0.10393015057078966,-0.03696577484153207,0.6728883690970923,1.1568317653393232,0.0946462835920712,1.9559274831411523e-4,1.0061112352209693,-0.6296414252620077,1.0061112352209693
2015 Q4,0.10690121422413537,-0.05260459712788744,0.6597440264850736,1.1392794715219972,0.07852515390486856,2.97584513746059e-4,1.021033681860358,-0.502857782914334,1.021033681860358
2016 Q1,0.1224786762062887,-0.03484284804082615,0.692070374786959,1.1479746816333272,0.08701734503068483,3.068142963421916e-4,1.04555794112034,-0.11464336234894468,1.04555794112034
2016 Q2,0.09025006283075442,-0.07382026529123473,0.6503658920909362,1.1299740982877922,0.07991614139271232,5.918676646641555e-4,1.0541866608914194,-0.3685360630872807,1.0541866608914194
2016 Q3,0.09002441182907135,-0.07605977077630603,0.6458163103985413,1.1203297270426884,0.07286906078008348,2.6094760346425766e-4,1.0555727367539594,0.5803304096475133,1.0555727367539594
2016 Q4,0.08916344530494928,-0.07818309395904549,0.6444042368909844,1.1108318776356083,0.06735981825766424,2.510902047848395e-4,1.057247408070314,0.4684173727084363,1.057247408070314
2017 Q1,0.07625162830261535,-0.07977801288777335,0.626084715151567,1.1162491672003712,0.07862490720510688,0.021422911897023725,1.1059321608247916,0.29831752790840615,1.1059321608247916
2017 Q2,0.05076917366434712,-0.08949219666915688,0.619741865953014,1.11596145834499,0.07220583090832812,0.031207354594343418,1.152850238756596,1.3201704351785069,1.152850238756596
2017 Q3,0.0634305239176513,-0.08092547173706964,0.6414419986628513,1.1096635291487738,0.07279481608763541,0.025387180757963285,1.1291041564541127,0.3032219290573378,1.1291041564541127
2017 Q4,0.08159025279004463,-0.06877951891278744,0.6450956755768116,1.1076947877198904,0.06908906126237739,0.02593495775284905,1.1444267939066115,0.4008298548255944,1.1444267939066115
2018 Q1,0.0814838077067981,-0.06857477376685367,0.6417298532397029,1.0985752312932973,0.06605842505800388,0.02531658133709317,1.147191608610924,1.047840451061685,1.147191608610924
2018 Q2,0.06302666461683243,-0.07362625145009291,0.6278163452429796,1.087280025727291,0.0704883693417543,0.030878584043209104,1.2034863993919125,1.3575712773734117,1.2034863993919125
2018 Q3,0.07828120262601053,-0.061678367019138695,0.6340385036422336,1.0811819660334652,0.06897951179780598,0.0286292351986546,1.1925489808242524,1.4631065582802834,1.1925489808242524
2018 Q4,0.08484336395314117,-0.05396015598833365,0.6426928270824576,1.0774080310428047,0.06702689698145874,0.02733942919453881,1.1861530923345247,1.246316772245323,1.1861530923345247
2019 Q1,0.08742225159483787,-0.048786485503271505,0.6550504663230009,1.0767168672761922,0.06534138214793647,0.02630988266834933,1.1766723993194554,0.9492311604255791,1.1766723993194554
2019 Q2,0.07229414028005458,-0.067261210243763,0.6267329193354493,1.06951487575698,0.06632193937241083,0.02637608463958525,1.1482595133606106,0.44121662594872035,1.1482595133606106
2019 Q3,0.06503218230241269,-0.06313995197027654,0.6194198627279074,1.1000846428392055,0.06882544078754682,0.03653565763598563,1.0616472107891834,1.408348768500756,1.0616472107891834
2019 Q4,0.05257670100255997,-0.06629818570662958,0.6263798854901156,1.093623026317937,0.06263513066728327,0.04242118878238792,1.020108266826168,-0.09366779404732406,1.020108266826168
2020 Q1,0.015434522689891456,-0.06841166135838168,0.6322025122354463,1.091082061252882,0.061059769524030694,0.058015909643856785,0.8746618258603971,-0.057108554329418304,0.8746618258603971
2020 Q2,0.0010265885477936576,-0.06404736651480189,0.6760812524026479,1.1243763931702415,0.07942318448435978,0.043866600455112356,0.9874654853102598,0.011529072183743772,0.9874654853102598
2020 Q3,0.12991095008977518,-0.05640124634111596,0.6059959384457895,1.1184410832546312,0.07850584817296263,0.04189712329790409,1.0162305388023378,-1.3482233217760822,1.0162305388023378
2020 Q4,0.12896146135434222,-0.050078781447053876,0.6039582699721727,1.1121852071360734,0.08263994807074126,0.042659912341427415,0.9441426411176307,0.3794649150036337,0.9441426411176307
2021 Q1,0.12554780131771753,-0.053028418164414025,0.6044725337885853,1.1014318153384122,0.10287957066416949,0.035205448441226854,1.0512556173849898,0.4518710468154583,1.0512556173849898
2021 Q2,0.10616331955916147,-0.06288307261643931,0.5860260180028724,1.0900317203472947,0.10028467473547241,0.03608400106079116,1.0673979287631052,0.6028425941857626,1.0673979287631052
2021 Q3,0.10532035128492859,-0.05410081527085559,0.5889508532329373,1.089031219883988,0.10753804197178299,0.033248798878048616,1.0078261688205017,1.1102081729691535,1.0078261688205017
2021 Q4,0.17590750987066067,-0.004159755538500669,0.6290095859386913,1.1046646797841888,0.10778646076021889,0.03599824729915103,0.9563368776458567,1.658086473475379,0.9563368776458567
2022 Q1,0.20621112389964952,0.009564289331199172,0.6375667694708418,1.0934634233325111,0.10669802838033197,0.03438582891453437,0.9656096344051928,2.52045645471043,0.9656096344051928
2022 Q2,0.1864222977350231,-0.006378134379027847,0.6487947396394766,1.1203083297801477,0.10834003010739802,0.03195212083683708,1.0060833501011814,2.2203173308721675,1.0060833501011814
2022 Q3,0.21903357015811709,0.016525324150034482,0.6546331822401772,1.1091684946964417,0.11414530523994014,0.03231902247290368,1.0649068493546636,3.504936586847597,1.0649068493546636
2022 Q4,0.16989599379479406,-0.0259505939109042,0.5951628620080548,1.1051263565297647,0.11591193659770253,0.0291247967026555,1.0306369509049964,2.8894090916052675,1.0306369509049964
2023 Q1,0.1551333585785646,-0.040532692405796725,0.5713905863014215,1.1051769190781524,0.11461393517518333,0.029963678647061717,1.0542537796214506,1.8690240862304437,1.0542537796214506
2023 Q2,0.12596717979433159,-0.07081534441924928,0.4872085005557647,1.0949606716204092,0.11343539165312294,0.03480756621619294,1.0932761126491135,2.441497916280088,1.0932761126491135
2023 Q3,0.12790547544512615,-0.0752894140770964,0.5228660306524615,1.0956428062701615,0.11114927419593382,0.039812599346779685,1.1575485077428753,0.5783197236717994,1.1575485077428753
2023 Q4,0.13708189214221123,-0.06879599659321028,0.5452249190140673,1.094821203458014,0.11118406398726,0.03686528042791111,1.1408649387406524,1.1098795702132878,1.1408649387406524
2024 Q1,0.12087176020898832,-0.07648284025955554,0.5153618113324878,1.081251782350608,0.11299371961359253,0.03421187810755554,1.1002502568378183,1.2979599008982623,1.1002502568378183
2024 Q2,0.12502718935689175,-0.07388151759574536,0.5195951496067321,1.0764242012965115,0.11143690823512457,0.03378688858904786,1.1069641598720221,0.9273422514850231,1.1069641598720221
2024 Q3,0.13145301787635016,-0.0690481930985767,0.5215605791567117,1.0750562198861375,0.11005431652158627,0.03354559833081237,1.1181208855133777,0.7089343193752525,1.1181208855133777
2024 Q4,0.1323767372764351,-0.07059261052500683,0.5300455605562465,1.0702234461331925,0.10999883284618246,0.0323332412124945,1.0931466030993282,0.394919858492506,1.0931466030993282
2025 Q1,0.13118466965834719,-0.07111804593890284,0.5321497980407082,1.0652098204510334,0.10866592589423582,0.03218797717438916,1.0808582730573315,0.39181387360479375,1.0808582730573315
2025 Q2,0.11836163690116382,-0.07723789355421029,0.5243263749487638,1.0596042152970868,0.10720976640529953,0.032810188246566584,1.0618163663397424,0.4861698806902738,1.0618163663397424
2025 Q3,0.11010832890294511,-0.08265005335169523,0.5052323599962654,1.0510688808239945,0.10580302844309239,0.03420236317119845,1.0386925341877657,0.0759571120265573,1.0386925341877657
2025 Q4,0.11153127741340207,-0.08325410103112002,0.5090455019125302,1.0485650983094832,0.1039932696054563,0.03653823101854276,1.0009649259265248,0.6071978236380488,1.0009649259265248
