quarter,beta1,beta2,beta3,sigma_unemp_rate,sigma_spf_5y_unemp,xi_n,natural_rate
2015 Q1,-0.009210715025903954,-0.021884634699779332,-0.18371048724022787,0.36723593574703295,0.4965701455549801,0.155469216761999,3.122745110631733
2015 Q2,-0.04858480771694079,0.02939957145179048,-0.1253751399743692,0.22232112034614096,0.4889874977044688,0.22013585731215365,3.2102067238856957
2015 Q3,-0.07956130653207087,-0.04736003775713022,-0.1567030689141689,0.14633013372590847,0.47729833492981705,0.23032745226824916,3.2508775299211794
2015 Q4,-0.07796633976976186,-0.06963419802211782,-0.1328379390417354,0.10885633975167115,0.46189089775061604,0.214906200348054,3.266306689636833
2016 Q1,-0.0973593242693028,-0.09839289410006138,-0.157265507440377,0.10078395006656624,0.45553159313517405,0.21284922318016536,3.3803901181297005
2016 Q2,-0.08145661539016376,-0.07796084614744822,-0.1373545671792613,0.08166441803924815,0.4328929064739387,0.20501402307591776,3.3715597399409925
2016 Q3,-0.09204109658368229,-0.0957620736535774,-0.1472788220425969,0.07722229751175448,0.4242876097977095,0.2034401046129995,3.3597270961953787
2016 Q4,-0.09465612203674713,-0.10259056495315244,-0.14984996030206055,0.07326144749696506,0.41447289993573255,0.20141044334157285,3.2744732628930553
2017 Q1,-0.08214784617067611,-0.08607058795928432,-0.13527224566654472,0.06328829400964563,0.3844934210160186,0.1974087355654921,3.1341215819798065
2017 Q2,-0.08658542408687712,-0.09170886265098951,-0.13818682958991535,0.0607565384305235,0.3740768881294476,0.1968233142831635,3.0508563263342174
2017 Q3,-0.08910976914688723,-0.0955043964290554,-0.13910353858974533,0.058433253959220506,0.3632209194854487,0.19566038176157916,3.00105051880322
2017 Q4,-0.08917122633894228,-0.09769431450922648,-0.1390946394795833,0.05629407633308432,0.35206135956301265,0.19437487697388967,3.0126751460948364
2018 Q1,-0.08949509498112325,-0.09799234562501634,-0.13762386039583135,0.054314812543619,0.3412733697781962,0.19310737042900586,2.926498118511863
2018 Q2,-0.0886045859433239,-0.0972304711987591,-0.13502388587490943,0.05248957018140005,0.3314746102489916,0.19208760555558313,2.7397660973243663
2018 Q3,-0.08481912755856916,-0.09561033818840779,-0.1323003655192338,0.05079695467805422,0.3223877261911976,0.19107572499390083,2.675609946269875
2018 Q4,-0.08229502389646091,-0.08707085197934257,-0.132095287833738,0.049232613498466256,0.31453913090052443,0.19024644419715406,2.564455803768785
2019 Q1,-0.10120649612608992,-0.12066570810519817,-0.15239337192862196,0.048340910819157805,0.3109331157932606,0.1898362080494462,2.4243063773632323
2019 Q2,-0.0871715776423867,-0.09843626118724397,-0.13879539904335844,0.04750361566492593,0.309005880537153,0.18923145850655634,2.343952892558595
2019 Q3,-0.0826275717060367,-0.09552789999244861,-0.13372606018859415,0.046166694548507706,0.3078711457563846,0.18813295556181933,2.267115287738716
2019 Q4,-0.09784507970008469,-0.1196197544491407,-0.1522754366501272,0.045395127591943765,0.30802136757926474,0.1873967867283198,2.2962217450732534
2020 Q1,-0.10179979472119391,-0.12583884211930138,-0.15607726649958067,0.044167688024622904,0.30455148224069356,0.18595415243926167,2.4021338315294756
2020 Q2,-0.10500555921790926,-0.10482049754331467,-0.13700588016241683,0.04344622089901941,0.2959657056837844,0.18491693464350978,2.886643799635974
2020 Q3,-0.10089029327390797,-0.07729239328774393,-0.16441430626030754,0.042747782888915745,0.2875187322711623,0.18425517382423517,2.818809984681918
2020 Q4,-0.11344678494301896,-0.09247809853245609,-0.10069255792595184,0.04254250359077676,0.2855316597478163,0.18475836163626766,2.5788049166101468
2021 Q1,-0.11028645449219092,-0.08898898616568669,-0.07525011666093857,0.04234740638884804,0.28317884355385986,0.18581659698804864,3.264833844306222
2021 Q2,-0.11139870314362504,-0.08938098151491443,-0.07288793668857804,0.04172963011293339,0.27819919988293634,0.18809284641658464,3.303289924187303
2021 Q3,-0.09926989489304339,-0.08393634963877969,-0.0713536349405808,0.04153163747188543,0.2770683105392345,0.18841566349812333,3.167491780264973
2021 Q4,-0.09426232647745798,-0.07941193660301916,-0.06857556240988057,0.041332903534527066,0.27629601122865677,0.1886121609116415,2.9934971771775634
2022 Q1,-0.09207634960642515,-0.07657047989860086,-0.0657865381044689,0.0411328389514849,0.27550580658344587,0.18872027616870654,2.8436931071279576
2022 Q2,-0.09140709587253021,-0.07514448626499881,-0.06421025230291202,0.04093222643023018,0.2744213759269269,0.18876244077637075,2.6369299034512075
2022 Q3,-0.09178154118048276,-0.0764497337868944,-0.06568918907064694,0.04033369587652163,0.2703021337778617,0.18871469457913628,2.4500163354907785
2022 Q4,-0.09373597608311919,-0.07992796348020431,-0.06907209853166246,0.03975994723205388,0.2663958381466078,0.1885856650648613,2.2540592766099823
2023 Q1,-0.09337838387403516,-0.07754132423563544,-0.06666839935729736,0.03957442296164396,0.26523136949694276,0.1885140779319923,2.0612265848476947
2023 Q2,-0.09213200685043611,-0.07694247313813332,-0.06600934331031791,0.039388893623016424,0.26405738671342527,0.18833888877160693,2.0333518530785275
2023 Q3,-0.09138154889961023,-0.07617700012960096,-0.06630156902833047,0.03920420486444146,0.2629436844590318,0.1880769805262644,2.0480722098476476
2023 Q4,-0.09082632118557066,-0.07588528402336134,-0.06602889768618521,0.03902001845584936,0.2618819474614594,0.18774719557560668,2.0453304554617575
2024 Q1,-0.09007571988999423,-0.07574956814196422,-0.06585498256668185,0.03883592354033854,0.26079132279357664,0.18735663063727126,2.064801093273892
2024 Q2,-0.08957922560145797,-0.07546746920173074,-0.06578583141176975,0.03865256682392067,0.259689368777614,0.18694586135527497,2.1920697826651625
2024 Q3,-0.09271249501033943,-0.07946355664408668,-0.06892470083186933,0.03810644581738404,0.25590231865028323,0.1858001010957537,2.3512724530805245
2024 Q4,-0.09202921398274391,-0.07829713883162195,-0.06830818153143124,0.03792772244201573,0.25478803611334705,0.1855214774236811,2.488153910968067
2025 Q1,-0.09147625318045592,-0.07756353245919866,-0.06773881016812308,0.037749053178869514,0.2536428213458048,0.18520088418608083,2.574929424811602
2025 Q2,-0.09136247614970906,-0.07684913567784873,-0.06731260693072043,0.037571009642046134,0.2523109167007689,0.18487041259562956,2.7269936652604656
2025 Q3,-0.09120915467872927,-0.07651750650997213,-0.06699908992400422,0.037392691752640775,0.25076937362099166,0.18449563316925122,2.782040280307583
2025 Q4,-0.09136742024182475,-0.07624280586675025,-0.06686877601781131,0.03721445825347548,0.24907225667945665,0.18411086134791355,2.7650441812282516
