quarter,beta1,beta2,beta3,phi,sigma_unemp_rate,sigma_spf_5y_unemp,xi_n,natural_rate
2000 Q1,-0.19047655723421147,-0.03603154692937097,-0.331573189088806,0.778644407062748,0.23629640420393436,0.5000001,0.11203754073453671,2.937110819313269
2000 Q2,-0.14155000541445023,0.06162568122004475,-0.190822732798074,0.7779676544137468,0.24624651268728937,0.5000001,0.1125041709765298,2.9424523783725904
2000 Q3,-0.1279341147775654,0.0805466807662697,-0.13571949549078113,0.7792768439155667,0.24758427476763936,0.5000001,0.11249662698120896,2.8710124668796175
2000 Q4,-0.14063190097383543,0.05376758374551971,-0.153872339547155,0.7853103791623188,0.24944474389814061,0.5000001,0.11292238041072537,2.753180457115776
2001 Q1,-0.1361284114753744,0.07078795690616746,-0.14032583976115234,0.7878605314094702,0.2472753216977528,0.5000001,0.11290545936282824,2.6023950322112346
2001 Q2,-0.13301688463369604,0.08562076714181333,-0.09956467216682655,0.7882371774798753,0.2433273909488006,0.5000001,0.11286695271291922,2.561236184115021
2001 Q3,-0.19892053198788634,-0.16214553577967766,-0.22278796622891267,0.7401053017911648,0.3991630142592999,0.5000001,0.10704811307821409,2.866357889927065
2001 Q4,-0.18763307516261424,-0.15064772786636244,-0.2169797609552177,0.7393144856095805,0.39361750559834574,0.5000001,0.10676644170404988,2.9011654496324404
2002 Q1,-0.16011474935073128,-0.12530870625938065,-0.19967286294448744,0.7381926958463585,0.39033391374320503,0.5000001,0.10653802537491289,2.907956307387763
2002 Q2,-0.1316265605843853,-0.09051710564469886,-0.17274913900354819,0.7371441332834426,0.38857190290131954,0.5000001,0.10640172332431426,2.8881572360957817
2002 Q3,-0.10429242843321732,-0.058181652129809414,-0.13651245605882992,0.7358330375043551,0.3872796812336498,0.5000001,0.10628008486421824,2.8725303176075245
2002 Q4,-0.24404566634576103,-0.036929815000524065,-0.28455543013317314,0.6973585723490995,0.3725414270385934,0.5000001,0.10852627961925461,3.0268075607239324
2003 Q1,-0.1455281426296779,-0.003594169009669716,-0.2594059118224607,0.7581522614441665,0.20223975320251902,0.5000001,0.1237918945764366,3.23149297680073
2003 Q2,-0.20781022321512527,0.017383114141146412,-0.23137376860515818,0.693086726895835,0.36629767351108217,0.5000001,0.10802464768302,3.1814370624000374
2003 Q3,-0.21191992061407067,0.03541374060377315,-0.20681203995767422,0.6924285792437147,0.3639322456750077,0.5000001,0.10810086568593685,3.183380216001251
2003 Q4,-0.21074524602310024,0.0467951473633557,-0.18493860232212572,0.6918597070748257,0.3604944307613048,0.5000001,0.10801338863380201,3.1786112975049465
2004 Q1,-0.20519679246485228,0.054656519507001136,-0.17715242003283155,0.6916002600538435,0.35678014846928313,0.5000001,0.10786202876129963,3.203092447759899
2004 Q2,-0.20110950018824386,0.05799583956246955,-0.17511968712901765,0.6918935814649139,0.35281473989795376,0.5000001,0.1077739420176454,3.223381808847607
2004 Q3,-0.20202632460584485,0.060183410480090974,-0.17556100900157506,0.6922732723913373,0.3489934424238936,0.5000001,0.10767606980638973,3.260436747458908
2004 Q4,-0.19958540966852073,0.05933078835539711,-0.17142820814834753,0.6927785900660838,0.3455522635404392,0.5000001,0.10763353832401157,3.3143237212286825
2005 Q1,-0.18974285660872287,0.06296651380492428,-0.16898683989345503,0.6929567376558333,0.34187487254967563,0.5000001,0.10760125308277042,3.3396440619168155
2005 Q2,-0.17216620780360475,0.06739608489709874,-0.17080181481228468,0.6932934168614282,0.33859662101014065,0.5000001,0.10768624259525153,3.350693687670134
2005 Q3,-0.16503015796607773,0.06763955571481779,-0.18102612261592416,0.6942880428969747,0.3353197942387307,0.5000001,0.10794280909306919,3.3456102826519407
2005 Q4,-0.17186895440418087,0.05251497512373455,-0.19436477530545065,0.6959584056479805,0.3325419062791631,0.5000001,0.10840512388137608,3.342107407129141
2006 Q1,0.006921581693711654,-0.10004959562410726,0.09924439490353049,0.9580493937125426,0.0038782861475163827,0.5000001,0.3539667395373799,3.668646241217811
2006 Q2,-0.21444923298643065,0.009576699133305965,-0.2258263166615166,0.6981420362136372,0.32436782776880324,0.5000001,0.1091651495238722,3.2944325914518724
2006 Q3,-0.23683722272418212,-0.014079018277180014,-0.23604751359781634,0.6987436549966127,0.3207003398417067,0.5000001,0.10947620646730416,3.3035264787828855
2006 Q4,-0.2378647317283708,-0.02182794310419832,-0.23522539322207198,0.6982393356399876,0.3161655801043673,0.5000001,0.10952191552797441,3.2643932841004166
2007 Q1,-0.1966636264221393,0.04301181529688257,-0.20136490210938976,0.6796952510338896,0.3671742921796063,0.5000001,0.10444470454334812,3.2171904581380515
2007 Q2,-0.1979798679852934,0.04185555196509745,-0.19585196789589648,0.679280583804912,0.36380910648265596,0.5000001,0.10437277951740977,3.1847637126593393
2007 Q3,-0.20182339192060686,0.042751749151194424,-0.194940339804964,0.6789697915092853,0.3606523364998864,0.5000001,0.1043090795371755,3.144822310111615
2007 Q4,-0.20621764551623303,0.04282399846777684,-0.19165153995910492,0.6787944612075019,0.3576731024419296,0.5000001,0.10425140647069056,3.1350393347164376
2008 Q1,-0.2566617216748796,-0.016384309520332416,-0.21302822971248364,0.6959130604756602,0.2953195061738318,0.5000001,0.10932153839465207,3.15410772665162
2008 Q2,-0.2434295979484546,-0.001686445127449157,-0.19577686003098055,0.6951304543330077,0.29169054297465413,0.5000001,0.10917391277172377,3.131794640561383
2008 Q3,-0.2360473001246874,0.006220213612517442,-0.18771979275132938,0.6949088142513187,0.28817992098132383,0.5000001,0.10905768189972609,3.098317999078103
2008 Q4,-0.19796901359846975,0.03703650737110795,-0.1959105918336377,0.6790160344970655,0.3469431924585663,0.5000001,0.10403274629479149,3.12963477106215
2009 Q1,-0.08678060961077562,-0.05262255505155052,-0.088085078680308,0.6750541713819852,0.3450417072289176,0.5000001,0.13007363365302713,3.2799686101762995
2009 Q2,-0.11506541386537494,-0.06232470967655672,-0.09000925462046326,0.7248744894680499,0.345367331244238,0.5000001,0.10376306238496788,3.401005934317336
2009 Q3,-0.08226457983479578,-0.029395041623865824,-0.04930402084059324,0.721338522763033,0.36042654155370063,0.5000001,0.10315554260868927,3.381033495692121
2009 Q4,-0.10280640341297839,-0.028837848858393036,-0.020176869757608518,0.723333350544272,0.3365777504184737,0.5000001,0.1024392351486726,3.4251728102134553
2010 Q1,-0.12386884791037575,-0.04235457105550038,-0.02389298081310469,0.7237126520100334,0.33710320993756426,0.5000001,0.10246779587977406,3.35620809924855
2010 Q2,-0.13046577094409034,-0.04916286050506641,-0.022958947534755206,0.7238931917290656,0.33510980939844115,0.5000001,0.10242721807899739,3.333206592071151
2010 Q3,-0.13322782152786206,-0.0502332177238486,-0.022401376500431502,0.7239604231432611,0.3328778528181205,0.5000001,0.10235544174357028,3.2998304674127015
2010 Q4,-0.13732444684997064,-0.05134066945287258,-0.021451078761720047,0.7240689025493435,0.33069466412666987,0.5000001,0.10227441257543869,3.248536645335677
2011 Q1,-0.13681824696209333,-0.052813272378296,-0.018803806722530667,0.7241235413011291,0.32857048245439885,0.5000001,0.10219946357569167,3.1935886197883825
2011 Q2,-0.13905155115653545,-0.052025667373618495,-0.01978757306487748,0.7242655713770187,0.3265954584666721,0.5000001,0.1021398016125112,3.123025988512006
2011 Q3,-0.1325858991307996,-0.05193938424937414,-0.016515322601742335,0.7242720408218601,0.3241312634011307,0.5000001,0.10205635362224845,3.0843001204919727
2011 Q4,-0.1296788381838951,-0.04760395044069126,-0.016625893118168714,0.724248000861198,0.32131211547269045,0.5000001,0.10195670218467168,3.0689036097066578
2012 Q1,-0.12949483684308236,-0.04688496535768535,-0.015921117829282114,0.7243380091853362,0.3186613048042035,0.5000001,0.10187489017426013,3.049578992958785
2012 Q2,-0.1281750993548485,-0.04582390875049213,-0.014577966768763398,0.7243518314939786,0.31592544102496817,0.5000001,0.10178266383697114,3.036773073179016
2012 Q3,-0.12890988436643055,-0.044947894275776425,-0.014197252165445193,0.7243762405361788,0.31323718219230257,0.5000001,0.10169329498303399,3.0396148829684075
2012 Q4,-0.12855965538504963,-0.04409064726044106,-0.012932862443540194,0.7243435006116402,0.3105655964167831,0.5000001,0.1015937392502559,3.0582673068150017
2013 Q1,-0.12842508250048468,-0.04366440987457735,-0.012434018821443238,0.7243524391171343,0.3080369393745221,0.5000001,0.10150255854804861,3.070214784425324
2013 Q2,-0.129332653400661,-0.04459593507348244,-0.013128834022609212,0.7244426235741559,0.30563617611075705,0.5000001,0.10142985814201846,3.068155046026059
2013 Q3,-0.13035870253265786,-0.04684479992158685,-0.015945465438824136,0.7246136764140181,0.30344709142892934,0.5000001,0.10136334460677945,3.0841219569241054
2013 Q4,-0.13212419181514862,-0.04801176206119634,-0.017933449990414352,0.7247678124814839,0.3012322894630961,0.5000001,0.10128670202166669,3.1064731788615423
2014 Q1,-0.13318586789866915,-0.04887770482391715,-0.01866374867452121,0.7248228390560422,0.2988546876694721,0.5000001,0.10121503345064913,3.0766322620525623
2014 Q2,-0.13432556712458565,-0.05023957926867978,-0.019620746358384608,0.7249134867759982,0.29651953735598086,0.5000001,0.10114667209773592,3.065714063940382
2014 Q3,-0.13568525153800692,-0.05227627908066096,-0.021525772165671225,0.7250326904123626,0.2942620474627073,0.5000001,0.101085389948803,3.059538601521819
2014 Q4,-0.13770731053692772,-0.0548003610020828,-0.02406914850157589,0.7251750296876529,0.2920428558955946,0.5000001,0.1010275742072998,3.053384807812667
2015 Q1,-0.14165023141713393,-0.056261876857831794,-0.02523588978643828,0.7253666355343027,0.28981696820399094,0.4966028631083014,0.10086337901972818,3.0998439025903073
2015 Q2,-0.1436993184656899,-0.05764410575573037,-0.024252735942422977,0.725490259210502,0.28763545964426834,0.49338231601006655,0.1007617332327404,3.1527612637792393
2015 Q3,-0.14358800384486586,-0.05794690820796404,-0.023854685914034217,0.7255510898839654,0.2854056012959444,0.48938296000542014,0.10067551351904337,3.1865499298684887
2015 Q4,-0.14307878879071723,-0.05783401198539195,-0.024348517286830414,0.7256142055036879,0.28323255975782474,0.4852770196913527,0.1005903803281193,3.21909468785122
2016 Q1,-0.1437607113974309,-0.057644311602825835,-0.02518116197202288,0.7256981219770515,0.28113835996318093,0.48091375977125167,0.10051639905692575,3.2628455362129065
2016 Q2,-0.14417717471060315,-0.05778923995239893,-0.024994991006838045,0.7257470848944082,0.2788695847918539,0.47661061125618864,0.10043833253704462,3.2774150091722585
2016 Q3,-0.1447764041861774,-0.057967154825337264,-0.024829007961034204,0.7257942902784543,0.2765988189951294,0.4722401461210856,0.10034345744795124,3.294219634161431
2016 Q4,-0.14566444187005345,-0.05937666139250268,-0.02616594871944925,0.7258824549806424,0.2743869794565799,0.4681120448885186,0.10022550099467496,3.282654394929521
2017 Q1,-0.14683320390158772,-0.0614716230324575,-0.030021152672361488,0.7260352734741325,0.2725380306527537,0.46407092453433874,0.10013970720534196,3.260877175953808
2017 Q2,-0.1494377122876813,-0.062095907117395654,-0.030691577057905296,0.7261592675629867,0.27032525805684976,0.46056388686742494,0.10001599963103099,3.2227416194562797
2017 Q3,-0.15110588524541985,-0.062365754783877486,-0.029237741329916377,0.7262389338501815,0.2681771452478211,0.4566466838395213,0.09990302758218683,3.1861171055942124
2017 Q4,-0.15183966924741982,-0.06206708295978841,-0.028574485990770872,0.7262841516818342,0.2659441903644145,0.453041378203821,0.09980854190688215,3.147322957437142
2018 Q1,-0.15513161352628232,-0.06281760700142058,-0.027455695660910336,0.7263843781311987,0.26396388174958957,0.4490505920500285,0.09972123144939204,3.0926851140909224
2018 Q2,-0.15863285246509806,-0.06463690324280832,-0.026040832434000537,0.7265054665967852,0.26222347772563165,0.44537790378755676,0.09969097263341012,3.0065062854858495
2018 Q3,-0.15822296351955176,-0.06621158165783071,-0.026875649743396922,0.726598078946569,0.2601348719473682,0.4415300757637553,0.09961815828952501,2.971340496208422
2018 Q4,-0.1571649768879297,-0.0646246784602681,-0.02855083814229146,0.726696242092025,0.25811259332292197,0.4377354703907745,0.09955772412858725,2.9236349619909023
2019 Q1,-0.15553025604444887,-0.06486786958976154,-0.028546120776400112,0.7268431604497312,0.2561494937634107,0.4339766292939131,0.09950610766987668,2.874814580149586
2019 Q2,-0.15561147223852462,-0.0633833800879529,-0.029514946354743173,0.727051508779853,0.2543403022999032,0.4301656739977243,0.09944036493231977,2.826724492073486
2019 Q3,-0.15537871605331477,-0.06466954703651026,-0.029070840989197662,0.7272386900949582,0.2523987962694254,0.4265198767284794,0.09941919801802407,2.7764698630272058
2019 Q4,-0.15473227749109814,-0.06487356256895964,-0.029890671476141488,0.7273420447413511,0.2502929779829254,0.42280082607820313,0.09933286555193284,2.7548219113531647
2020 Q1,-0.15705845748850608,-0.06812835932271355,-0.031720768577292786,0.7271267568515352,0.24752796859432757,0.41934110345078635,0.09923759575116782,2.778691022717594
2020 Q2,-0.1175833062969332,-0.06579104354370884,-0.05461925562613032,0.7110790110053405,0.39457023899357974,0.4709661325464795,0.09974637958615323,3.040006033406348
2020 Q3,-0.13956208642114237,-0.05847673857622339,-0.07402155946329003,0.7114484805532595,0.3952409881758263,0.46950639786116644,0.09979782713952126,2.9787245213384432
2020 Q4,-0.15516373850907714,-0.07893306897631192,-0.06803869929476605,0.7118996132788521,0.39572799120531726,0.46806373454574535,0.09986108159162337,2.88877006519914
2021 Q1,-0.1551902890605334,-0.07923198293078712,-0.06910620115404525,0.7119393375973182,0.39467830188024106,0.4666867543459212,0.09981719787983558,2.90559272401856
2021 Q2,-0.15819428063027774,-0.08453073765517728,-0.07383918376062865,0.7121126218381679,0.39400189190121754,0.465352362438429,0.0998239510108381,2.854839304730101
2021 Q3,-0.17008044590284047,-0.09680403010204373,-0.08464044884726718,0.7124326816933699,0.3942550976350437,0.4639986534997738,0.09987877828927105,2.780980587307119
2021 Q4,-0.08096896008892145,-0.02601514989532915,-0.026529149342354664,0.7079097225812574,0.4338465851441797,0.47766929902600713,0.09991026196565984,2.780401466941349
2022 Q1,-0.07875888521085472,-0.022622228007771788,-0.02255514990160917,0.7079434230318766,0.43443713889492735,0.4770763243311892,0.09994257309638421,2.723182775517208
2022 Q2,-0.0778757487729081,-0.021712618551177898,-0.019863289214222264,0.7079483830756228,0.4345449579429154,0.47637988192050384,0.09996534022667966,2.6640189796669036
2022 Q3,-0.07789809107536258,-0.0213909106903884,-0.01895162885027274,0.7079416860835006,0.4341985972885997,0.4755588025122773,0.09997281829029635,2.6135269146249342
2022 Q4,-0.07835097179686273,-0.02177054005037915,-0.01908526786244691,0.7079463408917387,0.4335533420806108,0.4746809206108291,0.09996534030662874,2.5673563829762833
