quarter,beta1,beta2,beta3,phi,sigma_unemp_rate,sigma_spf_5y_unemp,xi_n,natural_rate
2000 Q1,-0.1902896239131508,-0.034328361457403395,-0.33084579260006425,0.7783431744975815,0.2369429365034035,0.5000001,0.11177257763482679,2.9402647091455
2000 Q2,-0.14162863979266266,0.06296147166278276,-0.1909152127398443,0.777668905648129,0.24684004002201906,0.5000001,0.112230317511132,2.94427742977806
2000 Q3,-0.12799506755394535,0.08154220928818179,-0.13607749379304437,0.7790010795151778,0.24820768200153792,0.5000001,0.11222890048364825,2.8728843571474165
2000 Q4,-0.14057227594293525,0.0549553979323264,-0.1541933376536861,0.7850350838854265,0.25007786414032057,0.5000001,0.11266410528985893,2.754813337170246
2001 Q1,-0.13589470221169225,0.07229411215228654,-0.14035171967800011,0.7875696742970388,0.24790564496991593,0.5000001,0.11265253036907098,2.6040245310712584
2001 Q2,-0.1327422007565588,0.08725548743174161,-0.09947377125712933,0.7879369013726923,0.24393807962377653,0.5000001,0.11261264638819864,2.5625538790858906
2001 Q3,-0.198929927895739,-0.16179893550765317,-0.22293663345585063,0.739994576347081,0.3995159914340817,0.5000001,0.10695306470845767,2.86756231430188
2001 Q4,-0.1875854484924901,-0.1502284109914797,-0.21712940567579725,0.7392077006996848,0.39397702626221304,0.5000001,0.10667246651887535,2.9019619132405388
2002 Q1,-0.15995147892707567,-0.12484567702330765,-0.19971034217835498,0.7380870647536949,0.3907096264974592,0.5000001,0.10644486414293533,2.9084313046675176
2002 Q2,-0.13144717163422684,-0.08999097639560319,-0.17278528132960105,0.7370391657073608,0.3889520190005225,0.5000001,0.10630882758603205,2.8885642906871336
2002 Q3,-0.10418461706729545,-0.057667093046211426,-0.13653941580074616,0.7357331802283941,0.38766044175676717,0.5000001,0.1061874759335311,2.8727774031071727
2002 Q4,-0.24402126298196553,-0.03651264485734965,-0.2847521123970069,0.6972414173014126,0.37286966921862674,0.5000001,0.10841297191312753,3.0268633895292627
2003 Q1,-0.14488494623385012,-0.0013972794290671147,-0.2596463276966631,0.7578526676902275,0.20273168707929762,0.5000001,0.12341043408487508,3.2296033632911163
2003 Q2,-0.20782264809097345,0.017872906991653732,-0.23159072455704294,0.692969430342505,0.36661825326960723,0.5000001,0.1079090093191807,3.181289112436635
2003 Q3,-0.21195136915441143,0.035902802973121546,-0.20702083675985822,0.6923105126619791,0.3642401004336647,0.5000001,0.10798305535201615,3.1831614779857227
2003 Q4,-0.2107300295494156,0.04731001580960119,-0.18524266829439856,0.6917452076687047,0.3607885400643362,0.5000001,0.10789481870329459,3.1783299026999017
2004 Q1,-0.20518148216573312,0.05518334293491968,-0.1774894675486735,0.691487777550741,0.3570752650456215,0.5000001,0.10774354399097023,3.202750143015263
2004 Q2,-0.20110242405298212,0.05847988013060308,-0.1754725567665844,0.6917881585039821,0.3531121344257075,0.5000001,0.10765565947823684,3.22351411208131
2004 Q3,-0.20201086166856047,0.060666155755445525,-0.17590673005327634,0.6921691954665649,0.34928868570960064,0.5000001,0.10755776843439013,3.2605089375820158
2004 Q4,-0.1996451643847536,0.059839907649280585,-0.17182045702728604,0.6926741417291339,0.3458405065691313,0.5000001,0.10751446054800659,3.314336799252742
2005 Q1,-0.189789926023002,0.06345312314337072,-0.1693260714319877,0.6928508503522044,0.34216119864794464,0.5000001,0.10748167037611514,3.3398005095861314
2005 Q2,-0.17210004042337917,0.06795684853813762,-0.1711198495435497,0.6931791921640964,0.3388749261212759,0.5000001,0.10756489079724489,3.350660023298031
2005 Q3,-0.16498842829319077,0.06832706531178111,-0.18134086511012132,0.6941700625088963,0.33558696646669883,0.5000001,0.10781879151338201,3.3454504529107827
2005 Q4,-0.17161379277516747,0.053229518168297775,-0.19449763998674147,0.695839787004703,0.3328206370553231,0.5000001,0.1082790525703016,3.3421788199244524
2006 Q1,0.021027870745422172,-0.07607825059486026,0.10834698729277076,0.9577059787229624,0.0039128384431529,0.5000001,0.3483449670682987,3.7350974342246483
2006 Q2,-0.21400156819183852,0.010597578435875658,-0.2257294626519752,0.6980181986743214,0.32462917717609513,0.5000001,0.10903338684104175,3.2947073570962986
2006 Q3,-0.23610361431642563,-0.012908882327859847,-0.23575723495495143,0.6986119264823434,0.32095523826906486,0.5000001,0.10934164563317605,3.303435196926676
2006 Q4,-0.23717307221963896,-0.020600011055574005,-0.23500710263497243,0.6981070381090879,0.3164112457748926,0.5000001,0.10938724087788365,3.26412103042961
2007 Q1,-0.19673747725040588,0.043197840356277536,-0.20169172773456698,0.6796244871666048,0.36736930387621125,0.5000001,0.10437145951593506,3.217079612987119
2007 Q2,-0.19803450999119154,0.04205015697230669,-0.19615677794070055,0.6792088701238546,0.36400131596284624,0.5000001,0.10429961982525368,3.1847387574785024
2007 Q3,-0.20190259557506354,0.04296798830178067,-0.1952400583146073,0.678898476711329,0.36083909277344145,0.5000001,0.10423576061757238,3.144916844773225
2007 Q4,-0.20625656043928306,0.043036707475699584,-0.19190955658241368,0.6787217888380865,0.3578545883863201,0.5000001,0.10417767453671106,3.135336029280641
2008 Q1,-0.2553529972234742,-0.014477252326644499,-0.21208817067461044,0.6957596995652627,0.29554129488352127,0.5000001,0.10918555338284236,3.1521891922614262
2008 Q2,-0.24209369065400782,2.592486143962319e-4,-0.19483905807775276,0.6949743398390479,0.29191406098049744,0.5000001,0.1090388387537324,3.129422430934573
2008 Q3,-0.23471285696442695,0.008198008665653775,-0.1867590516729138,0.6947507258788695,0.28840199667249616,0.5000001,0.10892326265668437,3.0956775366678158
2008 Q4,-0.19804702823162193,0.03739571384965733,-0.19606309395381918,0.6789355436427272,0.34710029135529263,0.5000001,0.10395673091891502,3.129050296277169
2009 Q1,-0.08676401985833307,-0.052347381673291685,-0.08820768766506716,0.6749734710249764,0.34525605828221495,0.5000001,0.12999519538260212,3.27954807737107
2009 Q2,-0.11458340220735865,-0.06150304074521955,-0.08981388096035517,0.7248010438644923,0.3455258101568948,0.5000001,0.10368838061608217,3.399831874709613
2009 Q3,-0.0826841011542365,-0.029530320935518817,-0.04982418027469976,0.7212951220005634,0.36056219570303427,0.5000001,0.10309105231029461,3.3816140676755175
2009 Q4,-0.07797433428861497,-0.020286694492845064,-0.029691037083473468,0.7210455895226199,0.36062191628712464,0.5000001,0.10323160945389495,3.421433321093716
2010 Q1,-0.12365584401633214,-0.04177569188088908,-0.02383617070295256,0.7236253077322246,0.33727312414079424,0.5000001,0.10240000558084748,3.3560803138503994
2010 Q2,-0.13025541160779996,-0.0485740644733596,-0.02288043935359381,0.7238058566123993,0.33527948057827023,0.5000001,0.10235936343113201,3.3331700537983293
2010 Q3,-0.1330019589528206,-0.04965004590421812,-0.022310428403602575,0.723872837492161,0.33304698737989813,0.5000001,0.10228776262520946,3.2999437675085166
2010 Q4,-0.13705121332583303,-0.05073441123754491,-0.021350636309512075,0.7239803769928979,0.3308634444649464,0.5000001,0.10220694161270745,3.2488553613936233
2011 Q1,-0.13660918926856314,-0.052196268223713094,-0.018732254059261752,0.7240363964420905,0.32874041396037873,0.5000001,0.10213228992057297,3.1937805484226574
2011 Q2,-0.13882268788482863,-0.05143570706266018,-0.01966559617093251,0.7241782983385019,0.32676447852848134,0.5000001,0.1020728279483972,3.1233622330781237
2011 Q3,-0.13234112896129774,-0.051330047024271144,-0.01642131643687887,0.7241842341822654,0.3242980310210255,0.5000001,0.10198953773286477,3.084533689982459
2011 Q4,-0.12946326007675,-0.04700578798947389,-0.016552156159139006,0.724161185514497,0.3214782200499363,0.5000001,0.10189020858922271,3.069068985608607
2012 Q1,-0.12926980891097628,-0.046299413358747175,-0.015831612207387005,0.7242511288916762,0.31882512950238373,0.5000001,0.10180850343096243,3.0497897211696547
2012 Q2,-0.12795784464639157,-0.045226634233233635,-0.014501391911028325,0.7242650123377905,0.31608766408195954,0.5000001,0.10171644508300565,3.036950527335447
2012 Q3,-0.12867458067172494,-0.044333006148758604,-0.014099082330983476,0.7242883379333744,0.3133951177831849,0.5000001,0.10162693809079523,3.0399074105624924
2012 Q4,-0.12832273095730215,-0.04346653001265393,-0.012822547157600159,0.7242550402381691,0.31072020079591073,0.5000001,0.10152736522243443,3.058509090285603
2013 Q1,-0.12819539457204884,-0.04304424878336021,-0.012328922168194353,0.7242643085480535,0.30819002408674645,0.5000001,0.1014363658906373,3.0704048825681696
2013 Q2,-0.129103302991075,-0.04397443391857222,-0.013021262062579794,0.7243546939553537,0.30578814480864003,0.5000001,0.10136378543214954,3.0683816686696272
2013 Q3,-0.1301287297454337,-0.04624090923909988,-0.01585381412699005,0.7245269756255011,0.30359991006307846,0.5000001,0.10129747293784,3.0843212766985815
2013 Q4,-0.13189197817574724,-0.04735494734719622,-0.01781182973113571,0.7246798209245559,0.30138201146323185,0.5000001,0.10122047862558095,3.1067283819083995
2014 Q1,-0.1329750699846159,-0.04822751425199384,-0.018555711552039597,0.7247359430684996,0.29900355717132016,0.5000001,0.10114915978400416,3.0767448029800057
2014 Q2,-0.1341137807617656,-0.04957776597985912,-0.01951788222786488,0.7248266981013373,0.2966673568621842,0.5000001,0.10108089594692342,3.0658910030549684
2014 Q3,-0.1354816457084553,-0.051644389922125805,-0.021432948661902165,0.7249470899434742,0.29441019931224466,0.5000001,0.10101983800213797,3.0597248319485337
2014 Q4,-0.13751000115548778,-0.05420729500063998,-0.02402011063466032,0.7250912007805197,0.29219259344159276,0.5000001,0.10096254083391487,3.0534380542896375
2015 Q1,-0.14151124486540995,-0.05566580812599113,-0.02521959202630341,0.7252848075193664,0.2899684247147259,0.49660357769577057,0.10079829579589379,3.099902258473679
2015 Q2,-0.1435917927964738,-0.057080514607810065,-0.024216573904311638,0.7254097343132103,0.2877875752073728,0.4933825740165983,0.10069670547138607,3.1528184550234863
2015 Q3,-0.14347213938428924,-0.05738566484437796,-0.02381675427368462,0.7254707547951517,0.2855572640604302,0.4893845334095481,0.10061041751698473,3.1865918312073878
2015 Q4,-0.1429715012895031,-0.05726128910578154,-0.02430846925433342,0.7255338480194671,0.2833827832203277,0.48527749762322614,0.10052539431532205,3.2192015509179703
2016 Q1,-0.14363107182696241,-0.057098747877557796,-0.025138535615269568,0.725618303261692,0.28128922198407286,0.48091652139295976,0.10045127054680003,3.2628297503007806
2016 Q2,-0.14405595809159877,-0.05724201829350477,-0.024958323600253594,0.7256673962028882,0.27901911765113935,0.4766111808459934,0.10037352906256085,3.2774703172113484
2016 Q3,-0.1446692344968824,-0.05743546319372399,-0.024794151795845203,0.7257151114782043,0.27674709814866355,0.4722394182831234,0.1002789527301368,3.29420932840212
2016 Q4,-0.14557298965337395,-0.0588515681480203,-0.02613758057798348,0.7258039845903033,0.27453503578513,0.46811212364280125,0.10016103780374755,3.2825080988273787
2017 Q1,-0.14675737366710567,-0.060941849834648565,-0.02993722772957879,0.7259566144783903,0.2726842573717837,0.4640717103208537,0.10007509018371673,3.260754093779856
2017 Q2,-0.14934506718541346,-0.06161024430361976,-0.03061844715848564,0.7260812471949428,0.2704709917421411,0.4605638680041238,0.09995172828852446,3.2228447689378648
2017 Q3,-0.15102515696055435,-0.06183166048078874,-0.02919613051039959,0.7261608450464321,0.2683216690754462,0.4566465746846285,0.09983883216991334,3.1861823701771472
2017 Q4,-0.15176400602406376,-0.06153382186350881,-0.028511200061484478,0.7262061945632343,0.2660875562596929,0.4530409162195632,0.09974452332875443,3.1474023827634956
2018 Q1,-0.15507247695275056,-0.06228858340216448,-0.027412903919889674,0.7263071056313705,0.2641061937039221,0.44904954978762257,0.09965730551662721,3.0928220976305254
2018 Q2,-0.15851419568982694,-0.06412917177549388,-0.025983966327657974,0.7264273205489752,0.2623633332120018,0.4453773381297675,0.0996269605831582,3.006728508242419
2018 Q3,-0.15805183809734447,-0.06566487304799011,-0.026821272352458424,0.7265185441118263,0.2602710658127378,0.44153037467672984,0.09955408059523199,2.9713717188535824
2018 Q4,-0.15698301134216308,-0.06403833131091687,-0.02849758503498378,0.726616864715472,0.25824824983934513,0.4377361065138417,0.09949386885869806,2.9235026810697873
2019 Q1,-0.15540354407426094,-0.06427507083653836,-0.028463027626685282,0.7267655984361263,0.2562869391824279,0.43397629163414453,0.09944259787949711,2.8745793754613054
2019 Q2,-0.1554484420654717,-0.06284583991455292,-0.029399800055284676,0.7269732753855487,0.2544749962426177,0.430165890743126,0.09937685591425499,2.826656553500067
2019 Q3,-0.15520796715252347,-0.0640762233919986,-0.02900347562158457,0.7271597783580892,0.25253175701305647,0.4265200659515634,0.09935566755774909,2.7764039202168243
2019 Q4,-0.15455537686034404,-0.06430923062248439,-0.029822375741650815,0.7272632249746181,0.2504236696487009,0.4228017257204511,0.09926952127752259,2.7547258938267394
2020 Q1,-0.15686880485097848,-0.0675243282467818,-0.0316348534082408,0.7270483611359481,0.2476580867005835,0.41934135945502926,0.09917436292993488,2.7783459541587
2020 Q2,-0.11754508125447957,-0.06566214021709128,-0.054673544861611835,0.7110552789432085,0.39463559609269405,0.47096608126244327,0.09972419847735052,3.0398062613470995
2020 Q3,-0.13944101134748055,-0.05827421626274826,-0.07402081676959824,0.7114228076237796,0.3952962998422356,0.46950645625067444,0.0997749526082158,2.97878338225736
2020 Q4,-0.15500134551823525,-0.0786657363507402,-0.06794936303838313,0.7118726332195249,0.3957756587238422,0.4680637359521351,0.09983756768919093,2.88900320528768
2021 Q1,-0.15502615570003403,-0.07897437162525875,-0.06902972011976088,0.7119130651061872,0.39472750704340426,0.4666864418773179,0.09979379894725736,2.905787204607365
2021 Q2,-0.15802105931509236,-0.08426592825171611,-0.07376116466875828,0.7120867718938676,0.394051042401441,0.465352026979312,0.09980048665766755,2.855173068688091
2021 Q3,-0.16986062569089883,-0.09649519197773772,-0.08452467505298955,0.7124064010831602,0.39429808571860503,0.46399830745439075,0.09985490782219689,2.7814816038876673
2021 Q4,-0.0810392420084372,-0.026072261936460544,-0.026675722614577336,0.7078992450566567,0.43387738252356084,0.4776689001624456,0.09989622678847582,2.7803531137006132
2022 Q1,-0.07880061245075012,-0.02266793068195964,-0.022688946312900936,0.7079327829176635,0.43446784711271097,0.47707575829827975,0.09992849069023668,2.7231589974288615
2022 Q2,-0.07792496891445352,-0.021739602996335615,-0.02000298775845293,0.7079377192999036,0.43457209173475914,0.476379582695774,0.0999511089678062,2.664053074423632
2022 Q3,-0.07794656183734333,-0.021422497940966408,-0.019083188256849987,0.7079309967748604,0.43422337265141914,0.47555867053279943,0.09995850903086641,2.6135874667120103
2022 Q4,-0.07840077214597385,-0.02179952584018792,-0.01921176180961992,0.7079355934753551,0.43357744350229754,0.47468036600441377,0.09995105367358181,2.567406727213615
2023 Q1,-0.07858379742985562,-0.021983153218807262,-0.01964795265048904,0.7079425526982831,0.4328451411648625,0.4739500397205021,0.09996325960124305,2.499064853966411
2023 Q2,-0.07832100681753673,-0.021983145699441584,-0.01974111586343496,0.7079383312736484,0.432104605418657,0.4732285396376536,0.09996868139998123,2.460120867527558
2023 Q3,-0.078114785058674,-0.021726698606412333,-0.01995049303276117,0.707942210874765,0.43142075352567355,0.4724006698109267,0.09996143692253008,2.4379742880570046
2023 Q4,-0.07782016840121288,-0.02155395538757146,-0.019695805058308882,0.7079531342745149,0.4308424563858702,0.4715588234611285,0.09995348992776051,2.418472586044308
2024 Q1,-0.07705344964576397,-0.0213560522991156,-0.019382156016586112,0.7079570675486616,0.4303956293488467,0.470740603590104,0.0999413668419565,2.4041316351559767
2024 Q2,-0.07709155835952515,-0.021169282332925816,-0.019372857187540816,0.7079675761926093,0.4298128077490459,0.46995179325574343,0.0999115551629879,2.4207109627341308
2024 Q3,-0.07725989366358135,-0.021319905975960847,-0.019276427050858712,0.7079712908967338,0.42920603452186745,0.46917867797165175,0.09987894618744875,2.450052643886213
2024 Q4,-0.07729168703616324,-0.021425723035677025,-0.019435622623154798,0.7079940169959265,0.4285600263109185,0.468729016557564,0.09983743774463795,2.504263882473457
2025 Q1,-0.07738015293869467,-0.021528797073892728,-0.019611852892739978,0.708016329976506,0.42787115728117076,0.46818623151065214,0.09980763502996173,2.5523975035182107
2025 Q2,-0.07771117937593316,-0.021653698486297786,-0.019837926984632735,0.7080288342424929,0.42716484476498157,0.46744493143934934,0.09978601875383872,2.602954505126878
2025 Q3,-0.07794762259623894,-0.02175439437729891,-0.01981135901724427,0.7080343039973094,0.4265103353876828,0.4667014554718778,0.09977338492103115,2.651356943726009
